0x113e	0x1175
0x217a	0x21eb
0x2397	0x2605
0x2848	0x2d71
0x2dd6	0x2e24
0x2e29	0x2e62
0x37be	0x37cd
0x3c11	0x3db6
0x3f19	0x3f6f
0x4241	0x43f0
0x4516	0x4516
0x4534	0x45a2
0x45f6	0x465e
0x46ab	0x4766
0x47ef	0x480c
0x481a	0x484e
0x499b	0x4a2e
0x4ab0	0x4ad4
0x4c2c	0x4c6e
0x4c86	0x4cd5
0x4ce0	0x4d25
0x4e88	0x4e99
0x4ea0	0x4ef8
0x4f6b	0x5057
0x50ac	0x50ac
0x514d	0x514d
0x517e	0x519d
0x51cf	0x51cf
0x5319	0x5319
0x5387	0x5387
0x5426	0x5442
0x544a	0x546e
0x5476	0x5498
0x5c2	0x5b4c
0x852	0x5bba
0x9e5	0x5c2a
0xc9f	0x5cee
0xe10	0x5d86
0x113e	0x5e25
0x121d	0x5e74
0x121d	0x5e9d
0x1472	0x5f5d
0x1ac7	0x601e
0x1afb	0x6041
0x1b21	0x6065
0x1bb7	0x60b5
0x1cfd	0x6100
0x1eeb	0x6125
0x1ffa	0x6193
0x1ffa	0x61ba
0x2086	0x61e1
0x21f1	0x6206
0x2848	0x6336
0x2848	0x635b
0x2e6c	0x6380
0x2ea0	0x63c8
0x2f2d	0x63ec
0x2f2d	0x641a
0x3275	0x6448
0x3275	0x646c
0x3275	0x6490
0x32f3	0x64df
0x3345	0x6532
0x338b	0x655a
0x37d4	0x6618
0x3a36	0x663d
0x3a36	0x6664
0x3a36	0x668b
0x3a36	0x66b3
0x3b39	0x66da
0x3b39	0x66fe
0x3ddf	0x6849
0x3f7c	0x6903
0x3f7c	0x6928
0x41ca	0x694d
0x41ca	0x6971
0x41ca	0x6995
0x43fb	0x69b9
0x43fb	0x69de
0x45ad	0x6a03
0x466b	0x6a29
0x4787	0x6a4f
0x4968	0x6aaf
0x4adf	0x6b06
0x4b79	0x6b36
0x4d69	0x6b66
0x4d9c	0x6b8d
0x50d8	0x6bbd
0x5390	0x6be5
0x544a	0x6c0b
0x5c2	0x84b0x5c2
0x1bc1	0x84b0x1bc1
0x932	0x9d80x932
0x117d	0x9d80x117d
0x153b	0x9d80x153b
0x1550	0x9d80x1550
0x1ed8	0x9d80x1ed8
0xa38	0xc970xa38
0xf23	0xc970xf23
0xd6a	0xd980xd6a
0x2086	0xd980x2086
0x33da	0xd980x33da
0x344e	0xd980x344e
0x37be	0xd980x37be
0x4224	0xd980x4224
0x4d31	0xd980x4d31
0x4f4a	0xd980x4f4a
0x1f0c	0x1f580x1f0c
0x41bb	0x1f580x41bb
0x442e	0x1f580x442e
0x20f9	0x21720x20f9
0x3dc3	0x21720x3dc3
0x1d9b	0x34860x1d9b
0x3466	0x34860x3466
0x37fa	0x3a2e0x37fa
0x50bc	0x50ce0x50bc
0x53f3	0x50ce0x53f3
0xa38	0x5c780xa38
0xf23	0x5dd70xf23
0x1393	0x5ec60x1393
0x1f5f	0x5ec60x1f5f
0x1563	0x5fd10x1563
0x220b	0x62540x220b
0x2617	0x62540x2617
0x220b	0x62790x220b
0x2617	0x62790x2617
0x26df	0x62c60x26df
0x26df	0x63120x26df
0x1d9b	0x65a70x1d9b
0x3466	0x65a70x3466
0x2264	0x65cc0x2264
0x34b9	0x65cc0x34b9
0x2264	0x65f20x2264
0x34b9	0x65f20x34b9
