0x1	1
0x7	1
0xf	1
0x1f	1
0x3f	1
0xff	1
0x3ff	2
0xffffffff	4
0xffff	2
0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff	32
0xffffffffffffffff	8
0xffffffffffffffffffffffffffffffffffffffff	20
0x3	1
0x7f	1
0xfffffff	4
0xffffff	3
0x1ff	2
0x7ff	2
0xfff	2
0x1fff	2
0x3fff	2
0x7fff	2
0x1ffff	3
0x3ffff	3
0x7ffff	3
0xfffff	3
0x1fffff	3
0x3fffff	3
0x7fffff	3
0x1ffffff	4
0x3ffffff	4
0x7ffffff	4
0x1fffffff	4
0x3fffffff	4
0x7fffffff	4
0xffffffffff	5
0xfffffffff	5
0x1ffffffff	5
0x3ffffffff	5
0x7ffffffff	5
0x1fffffffff	5
0x3fffffffff	5
0x7fffffffff	5
0xffffffffffff	6
0xfffffffffff	6
0x1ffffffffff	6
0x3ffffffffff	6
0x7ffffffffff	6
0x1fffffffffff	6
0x3fffffffffff	6
0x7fffffffffff	6
0xffffffffffffff	7
0xfffffffffffff	7
0x1ffffffffffff	7
0x3ffffffffffff	7
0x7ffffffffffff	7
0x1fffffffffffff	7
0x3fffffffffffff	7
0x7fffffffffffff	7
0xfffffffffffffff	8
0x1ffffffffffffff	8
0x3ffffffffffffff	8
0x7ffffffffffffff	8
0x1fffffffffffffff	8
0x3fffffffffffffff	8
0x7fffffffffffffff	8
0xffffffffffffffffff	9
0xfffffffffffffffff	9
0x1ffffffffffffffff	9
0x3ffffffffffffffff	9
0x7ffffffffffffffff	9
0x1fffffffffffffffff	9
0x3fffffffffffffffff	9
0x7fffffffffffffffff	9
0xffffffffffffffffffff	10
0xfffffffffffffffffff	10
0x1ffffffffffffffffff	10
0x3ffffffffffffffffff	10
0x7ffffffffffffffffff	10
0x1fffffffffffffffffff	10
0x3fffffffffffffffffff	10
0x7fffffffffffffffffff	10
0xffffffffffffffffffffff	11
0xfffffffffffffffffffff	11
0x1ffffffffffffffffffff	11
0x3ffffffffffffffffffff	11
0x7ffffffffffffffffffff	11
0x1fffffffffffffffffffff	11
0x3fffffffffffffffffffff	11
0x7fffffffffffffffffffff	11
0xffffffffffffffffffffffff	12
0xfffffffffffffffffffffff	12
0x1ffffffffffffffffffffff	12
0x3ffffffffffffffffffffff	12
0x7ffffffffffffffffffffff	12
0x1fffffffffffffffffffffff	12
0x3fffffffffffffffffffffff	12
0x7fffffffffffffffffffffff	12
0xffffffffffffffffffffffffff	13
0xfffffffffffffffffffffffff	13
0x1ffffffffffffffffffffffff	13
0x3ffffffffffffffffffffffff	13
0x7ffffffffffffffffffffffff	13
0x1fffffffffffffffffffffffff	13
0x3fffffffffffffffffffffffff	13
0x7fffffffffffffffffffffffff	13
0xffffffffffffffffffffffffffff	14
0xfffffffffffffffffffffffffff	14
0x1ffffffffffffffffffffffffff	14
0x3ffffffffffffffffffffffffff	14
0x7ffffffffffffffffffffffffff	14
0x1fffffffffffffffffffffffffff	14
0x3fffffffffffffffffffffffffff	14
0x7fffffffffffffffffffffffffff	14
0xffffffffffffffffffffffffffffff	15
0xfffffffffffffffffffffffffffff	15
0x1ffffffffffffffffffffffffffff	15
0x3ffffffffffffffffffffffffffff	15
0x7ffffffffffffffffffffffffffff	15
0x1fffffffffffffffffffffffffffff	15
0x3fffffffffffffffffffffffffffff	15
0x7fffffffffffffffffffffffffffff	15
0xffffffffffffffffffffffffffffffff	16
0xfffffffffffffffffffffffffffffff	16
0x1ffffffffffffffffffffffffffffff	16
0x3ffffffffffffffffffffffffffffff	16
0x7ffffffffffffffffffffffffffffff	16
0x1fffffffffffffffffffffffffffffff	16
0x3fffffffffffffffffffffffffffffff	16
0x7fffffffffffffffffffffffffffffff	16
0xffffffffffffffffffffffffffffffffff	17
0xfffffffffffffffffffffffffffffffff	17
0x1ffffffffffffffffffffffffffffffff	17
0x3ffffffffffffffffffffffffffffffff	17
0x7ffffffffffffffffffffffffffffffff	17
0x1fffffffffffffffffffffffffffffffff	17
0x3fffffffffffffffffffffffffffffffff	17
0x7fffffffffffffffffffffffffffffffff	17
0xffffffffffffffffffffffffffffffffffff	18
0xfffffffffffffffffffffffffffffffffff	18
0x1ffffffffffffffffffffffffffffffffff	18
0x3ffffffffffffffffffffffffffffffffff	18
0x7ffffffffffffffffffffffffffffffffff	18
0x1fffffffffffffffffffffffffffffffffff	18
0x3fffffffffffffffffffffffffffffffffff	18
0x7fffffffffffffffffffffffffffffffffff	18
0xffffffffffffffffffffffffffffffffffffff	19
0xfffffffffffffffffffffffffffffffffffff	19
0x1ffffffffffffffffffffffffffffffffffff	19
0x3ffffffffffffffffffffffffffffffffffff	19
0x7ffffffffffffffffffffffffffffffffffff	19
0x1fffffffffffffffffffffffffffffffffffff	19
0x3fffffffffffffffffffffffffffffffffffff	19
0x7fffffffffffffffffffffffffffffffffffff	19
0xfffffffffffffffffffffffffffffffffffffff	20
0x1ffffffffffffffffffffffffffffffffffffff	20
0x3ffffffffffffffffffffffffffffffffffffff	20
