0x4	0x2	0
0x4	0x0	1
0x8	0x7	0
0x8	0x5	1
0xc	0x9	0
0xc	0x8	1
0xf	0xd	0
0x12	0x10	0
0x12	0xf	1
0x19	0x14	0
0x19	0x12	1
0x24	0x1f	0
0x24	0x12	1
0x2f	0x2a	0
0x2f	0x12	1
0x3a	0x35	0
0x3a	0x12	1
0x45	0x40	0
0x45	0x12	1
0x50	0x4b	0
0x50	0x12	1
0x58	0x55	0
0x58	0x55	1
0x5e	0x5b	0
0x5e	0x5a	1
0x64	0x61	0
0x64	0x61	1
0x68	0x66	0
0x6c	0x69	0
0x6c	0x68	1
0x70	0x6d	0
0x70	0x6d	1
0x8c	0x73	0
0xa6	0xa4	0
0xaa	0xa7	0
0xaa	0xa6	1
0xae	0xab	0
0xae	0xab	1
0xd6	0xb1	0
0xe4	0xe1	0
0xe4	0xdf	1
0xe4	0xde	2
0xe4	0xdb	3
0xe9	0xe6	0
0xe9	0xe4_0x0	1
0xe9	0xe4_0x1	2
0xe9	0xe4_0x2	3
0xe9	0xe4_0x3	4
0xe9	0xd8	5
0xed	0xeb	0
0xf6	0xf3	0
0xf6	0xed	1
0xf6	0xe9_0x0	2
0xf6	0xee	3
0xfa	0xf8	0
0xfe	0xfb	0
0xfe	0xfa	1
0x102	0xff	0
0x102	0xff	1
0x111	0x10e	0
0x111	0x10c	1
0x111	0x10b	2
0x111	0x108	3
0x116	0x113	0
0x11a	0x118	0
0x11c	0x3db	0
0x11d	0x11c	0
0x11f	0x11a	0
0x11f	0x11d	1
0x122	0x120	0
0x122	0x11a	1
0x126	0x123	0
0x12a	0x128	0
0x12e	0x12b	0
0x12e	0x12a	1
0x132	0x12f	0
0x132	0x12f	1
0x15a	0x135	0
0x15e	0x15c	0
0x162	0x15f	0
0x162	0x15e	1
0x166	0x163	0
0x166	0x163	1
0x175	0x172	0
0x17a	0x177	0
0x17a	0x15a1_0x0	1
0x17a	0xc3e	2
0x17a	0x169	3
0x186	0x184	0
0x186	0x182	1
0x187	0x186	0
