0xd7	0xe4_0x0	0
0xd7	0xe4_0x1	1
0xd7	0xe4_0x2	2
0xd7	0xe4_0x3	3
0xe5	0xe9_0x0	0
0xea	0xf6_0x0	0
0x103	0x111_0x0	0
0x103	0x111_0x1	1
0x103	0x111_0x2	2
0x103	0x111_0x3	3
0x103	0x111_0x4	4
0x103	0x111_0x5	5
0x103	0x111_0x6	6
0x103	0x111_0x7	7
0x103	0x111_0x8	8
0x4cc	0x533_0x0	0
0x570	0x57c_0x0	0
0x5d4	0x5ec_0x0	0
0x5d4	0x5ec_0x1	1
0x5d4	0x5ec_0x2	2
0x6d3	0x6f6_0x0	0
0x7ef	0x829_0x0	0
0x86b	0x879_0x0	0
0x87a	0x883_0x0	0
0x884	0x8a9_0x0	0
0xa17	0xa22_0x0	0
0xa17	0xa22_0x1	1
0xa8b	0xa9d_0x0	0
0xb17	0xb22_0x0	0
0xb17	0xb22_0x1	1
0xb3c	0xb47_0x0	0
0xb3c	0xb47_0x1	1
0xb61	0xb6c_0x0	0
0xb61	0xb6c_0x1	1
0xb98	0xba4_0x0	0
0xb98	0xba4_0x1	1
0xc6a	0xc77_0x0	0
0xd62	0xd75_0x0	0
0xd76	0xd8c_0x0	0
0xd8d	0xdaf_0x0	0
0xe31	0xe40_0x0	0
0xe95	0xea6_0x0	0
0xf2e	0xf3b_0x0	0
0xf9b	0xfa8_0x0	0
0x159d	0x15a1_0x0	0
0x15c1	0x15c5_0x0	0
0x15e5	0x15e9_0x0	0
0x1609	0x160d_0x0	0
0x8d0x65	0x650x99_0x0	0
0x8d0xa3	0xa30x99_0x0	0
0x8d0x127	0x1270x99_0x0	0
