0x0	30
0xd	34
0x1e	22
0x29	22
0x34	22
0x3f	22
0x4a	22
0x55	6
0x59	16
0x60	7
0x65	22
0x6d	6
0x71	20
0xa3	22
0xab	6
0xaf	20
0xd7	23
0xe5	12
0xea	27
0xf7	22
0xff	6
0x103	25
0x112	12
0x117	39
0x127	22
0x12f	6
0x133	20
0x15b	22
0x163	6
0x167	25
0x176	12
0x17b	1
0x17d	38
0x18e	78
0x1c3	19
0x1cc	66
0x1ea	766
0x206	76
0x227	9
0x22c	29
0x237	89
0x272	27
0x27c	43
0x2af	89
0x2ea	40
0x2fb	89
0x335	38
0x346	14
0x34d	51
0x360	14
0x367	46
0x37c	40
0x38d	14
0x394	181
0x3d9	40
0x3ea	129
0x430	14
0x437	191
0x481	14
0x488	158
0x4c5	14
0x4cc	160
0x534	753
0x54a	6
0x54e	727
0x559	16
0x562	33
0x570	27
0x57d	31
0x588	89
0x5d4	57
0x5ed	44
0x5fd	86
0x644	56
0x673	14
0x67a	131
0x6b4	752
0x6ca	16
0x6d3	81
0x6f7	6
0x6fb	29
0x705	37
0x712	14
0x719	70
0x735	14
0x73c	47
0x751	764
0x76d	76
0x78e	9
0x793	29
0x79e	89
0x7da	28
0x7e7	19
0x7ef	70
0x82a	89
0x83e	16
0x847	81
0x86b	32
0x87a	21
0x884	32
0x8aa	63
0x8c8	753
0x8de	6
0x8e2	727
0x8ed	16
0x8f6	797
0x91e	16
0x927	791
0x94c	16
0x955	27
0x960	51
0x974	41
0x985	6
0x989	11
0x98c	35
0x99a	6
0x99e	46
0x9b1	6
0x9b5	52
0x9c9	6
0x9d4	44
0x9e6	6
0x9ea	24
0x9f5	72
0xa13	6
0xa17	27
0xa23	34
0xa2f	4
0xa32	26
0xa3b	41
0xa4a	26
0xa53	15
0xa59	17
0xa5f	54
0xa77	52
0xa8b	39
0xa9e	35
0xaac	6
0xab0	46
0xac3	6
0xac7	58
0xade	6
0xae2	59
0xafc	6
0xb00	47
0xb13	6
0xb17	27
0xb23	56
0xb38	6
0xb3c	27
0xb48	56
0xb5d	6
0xb61	27
0xb6d	48
0xb82	49
0xb94	6
0xb98	29
0xba5	65
0xbd2	80
0xbf3	14
0xbfa	23
0xc02	41
0xc14	14
0xc1b	35
0xc29	38
0xc38	6
0xc3c	61
0xc55	6
0xc59	35
0xc66	6
0xc6a	27
0xc7d	47
0xc8e	6
0xc92	81
0xcb2	47
0xcd8	48
0xcec	26
0xcf5	53
0xd08	30
0xd13	121
0xd44	26
0xd4d	59
0xd62	46
0xd76	53
0xd8d	80
0xdb0	43
0xdc3	31
0xde5	32
0xdf1	14
0xdf8	17
0xdfd	41
0xe0f	14
0xe16	26
0xe20	32
0xe2d	6
0xe31	30
0xe41	77
0xe5c	6
0xe60	10
0xe64	26
0xe6d	43
0xe7e	9
0xe83	35
0xe90	9
0xe95	36
0xea7	47
0xeb7	9
0xebc	36
0xecb	42
0xedb	29
0xee6	41
0xef7	6
0xefb	67
0xf16	6
0xf1a	43
0xf2a	6
0xf2e	27
0xf3c	77
0xf57	6
0xf5b	13
0xf60	26
0xf69	23
0xf73	42
0xf82	55
0xf97	6
0xf9b	31
0xfa9	29
0xfb3	35
0xfc1	6
0xfc5	35
0xfd1	6
0xfd5	39
0xfe7	31
0xff1	32
0xffe	14
0x1005	20
0x100c	35
0x101a	6
0x101e	22
0x1025	29
0x1030	14
0x1037	17
0x1082	19
0x10aa	19
0x10d2	19
0x10fa	31
0x112f	31
0x1164	31
0x1199	31
0x11ce	31
0x1203	31
0x1238	19
0x1260	19
0x1288	31
0x12bd	31
0x12f2	31
0x1327	19
0x134f	31
0x1384	31
0x13b9	31
0x13ee	31
0x1423	31
0x1458	31
0x14b5	19
0x14dd	19
0x1505	21
0x152b	22
0x1551	21
0x1577	22
0x159d	12
0x15c1	12
0x15e5	12
0x1609	12
0x162d	21
0x1640	0
0x1642	0
0x1643	0
0x1646	0
0x1649	0
0x164c	0
0x164f	0
0x1652	0
0x8d0x65	27
0x8d0xa3	27
0x8d0x127	27
0x148d0x65	19
0x148d0xa3	19
0x148d0x127	19
