0x0	0
0xd	0
0x1e	0
0x1e	1
0x29	1
0x34	1
0x34	2
0x3f	2
0x4a	2
0x55	2
0x59	2
0x59	3
0x60	3
0x65	3
0x6d	3
0x71	3
0x71	4
0xa3	5
0xab	5
0xaf	5
0xaf	6
0xd7	6
0xd7	7
0xe5	7
0xea	7
0xf7	7
0xf7	8
0xff	8
0x103	8
0x112	8
0x117	9
0x127	9
0x12f	9
0x133	9
0x133	10
0x133	11
0x15b	11
0x163	11
0x167	11
0x167	12
0x176	12
0x17b	12
0x17d	12
0x18e	12
0x18e	13
0x18e	14
0x1c3	14
0x1cc	14
0x1cc	15
0x1ea	15
0x1ea	16
0x206	16
0x206	17
0x227	17
0x22c	17
0x22c	18
0x237	18
0x237	19
0x237	20
0x272	20
0x27c	20
0x27c	21
0x27c	22
0x2af	22
0x2af	23
0x2af	24
0x2ea	24
0x2fb	24
0x2fb	25
0x2fb	26
0x335	26
0x335	27
0x346	27
0x34d	27
0x360	27
0x360	28
0x367	28
0x37c	28
0x37c	29
0x38d	29
0x394	29
0x394	30
0x394	31
0x3d9	31
0x3d9	32
0x3ea	32
0x3ea	33
0x3ea	34
0x430	34
0x437	34
0x437	35
0x437	36
0x437	37
0x481	37
0x488	37
0x488	38
0x488	39
0x4c5	39
0x4cc	39
0x4cc	40
0x4cc	41
0x4cc	42
0x534	42
0x534	43
0x54a	43
0x54e	43
0x54e	44
0x559	44
0x562	44
0x570	44
0x570	45
0x57d	45
0x588	45
0x588	46
0x588	47
0x5d4	48
0x5ed	48
0x5ed	49
0x5fd	49
0x5fd	50
0x5fd	51
0x644	51
0x644	52
0x644	53
0x673	53
0x67a	53
0x67a	54
0x67a	55
0x6b4	55
0x6b4	56
0x6ca	56
0x6d3	56
0x6d3	57
0x6f7	57
0x6fb	57
0x705	57
0x705	58
0x712	58
0x719	58
0x719	59
0x735	59
0x73c	59
0x73c	60
0x751	60
0x751	61
0x76d	61
0x76d	62
0x78e	62
0x793	62
0x79e	62
0x79e	63
0x79e	64
0x7da	64
0x7da	65
0x7e7	65
0x7ef	65
0x7ef	66
0x7ef	67
0x82a	67
0x82a	68
0x83e	68
0x847	68
0x847	69
0x86b	69
0x87a	70
0x884	70
0x884	71
0x8aa	71
0x8aa	72
0x8c8	72
0x8c8	73
0x8de	73
0x8e2	73
0x8ed	73
0x8f6	74
0x8f6	75
0x91e	75
0x927	75
0x927	76
0x94c	76
0x94c	77
0x955	77
0x960	77
0x960	78
0x974	78
0x985	78
0x989	78
0x98c	78
0x98c	79
0x99a	79
0x99e	79
0x99e	80
0x9b1	80
0x9b5	80
0x9c9	80
0x9d4	81
0x9e6	81
0x9ea	81
0x9ea	82
0x9f5	82
0x9f5	83
0xa13	83
0xa17	83
0xa23	83
0xa23	84
0xa2f	84
0xa32	84
0xa3b	84
0xa4a	84
0xa4a	85
0xa53	85
0xa59	85
0xa5f	85
0xa5f	86
0xa77	86
0xa77	87
0xa8b	87
0xa9e	87
0xa9e	88
0xaac	88
0xab0	88
0xac3	88
0xac7	89
0xade	89
0xae2	89
0xae2	90
0xafc	90
0xb00	90
0xb00	91
0xb13	91
0xb17	91
0xb23	91
0xb23	92
0xb38	92
0xb3c	92
0xb3c	93
0xb48	93
0xb5d	93
0xb61	93
0xb61	94
0xb6d	94
