0x0	0x0	0
0x2	0x2	0
0x5	0x5	0
0x7	0x7	0
0x8	0x8	0
0x9	0x9	0
0xd	0xd	0
0xf	0xf	0
0x10	0x10	0
0x12	0x12	0
0x14	0x14	0
0x19	0x19	0
0x1f	0x1f	0
0x24	0x24	0
0x2a	0x2a	0
0x2f	0x2f	0
0x35	0x35	0
0x3a	0x3a	0
0x40	0x40	0
0x45	0x45	0
0x4b	0x4b	0
0x50	0x50	0
0x55	0x55	0
0x5a	0x5a	0
0x5b	0x5b	0
0x61	0x61	0
0x66	0x66	0
0x68	0x68	0
0x69	0x69	0
0x6d	0x6d	0
0x73	0x73	0
0x76	0x76	0
0xa4	0xa4	0
0xa6	0xa6	0
0xa7	0xa7	0
0xab	0xab	0
0xb1	0xb1	0
0xb4	0xb4	0
0xd8	0xd8	0
0xdb	0xdb	0
0xde	0xde	0
0xdf	0xdf	0
0xe1	0xe1	0
0xe6	0xe6	0
0xeb	0xeb	0
0xed	0xed	0
0xee	0xee	0
0xf3	0xf3	0
0xf8	0xf8	0
0xfa	0xfa	0
0xfb	0xfb	0
0xff	0xff	0
0x105	0x105	0
0x108	0x108	0
0x10b	0x10b	0
0x10c	0x10c	0
0x10e	0x10e	0
0x113	0x113	0
0x118	0x118	0
0x11a	0x11a	0
0x11c	0x11c	0
0x11d	0x11d	0
0x120	0x120	0
0x122	0x122	0
0x123	0x123	0
0x128	0x128	0
0x12a	0x12a	0
0x12b	0x12b	0
0x12f	0x12f	0
0x135	0x135	0
0x138	0x138	0
0x15c	0x15c	0
0x15e	0x15e	0
0x15f	0x15f	0
0x163	0x163	0
0x169	0x169	0
0x16c	0x16c	0
0x16f	0x16f	0
0x170	0x170	0
0x172	0x172	0
0x177	0x177	0
0x17e	0x17e	0
0x180	0x180	0
0x182	0x182	0
0x184	0x184	0
0x186	0x186	0
0x187	0x187	0
0x189	0x189	0
0x18a	0x18a	0
0x18e	0x18e	0
0x190	0x190	0
0x191	0x191	0
0x195	0x195	0
0x197	0x197	0
0x19a	0x19a	0
0x19c	0x19c	0
0x19f	0x19f	0
0x1a1	0x1a1	0
0x1a3	0x1a3	0
0x1a6	0x1a6	0
0x1a8	0x1a8	0
0x1b8	0x1b8	0
0x1ba	0x1ba	0
0x1bb	0x1bb	0
0x1be	0x1be	0
0x1c0	0x1c0	0
0x1c2	0x1c2	0
0x1c4	0x1c4	0
0x1c6	0x1c6	0
0x1c9	0x1c9	0
0x1cd	0x1cd	0
0x1d1	0x1d1	0
0x1d3	0x1d3	0
0x1d5	0x1d5	0
0x1d7	0x1d7	0
0x1d8	0x1d8	0
0x1d9	0x1d9	0
0x1dd	0x1dd	0
0x1df	0x1df	0
0x1e0	0x1e0	0
0x1e6	0x1e6	0
0x1eb	0x1eb	0
0x1ed	0x1ed	0
0x1ef	0x1ef	0
0x1f2	0x1f2	0
0x1f6	0x1f6	0
0x1f7	0x1f7	0
0x1fc	0x1fc	0
0x1fe	0x1fe	0
0x201	0x201	0
0x202	0x202	0
0x206	0x206	0
0x208	0x208	0
0x20b	0x20b	0
0x20d	0x20d	0
0x20e	0x20e	0
0x210	0x210	0
0x211	0x211	0
0x212	0x212	0
0x214	0x214	0
0x215	0x215	0
0x218	0x218	0
0x21b	0x21b	0
0x21c	0x21c	0
0x21e	0x21e	0
0x221	0x221	0
0x223	0x223	0
0x228	0x228	0
0x233	0x233	0
0x237	0x237	0
0x239	0x239	0
0x23a	0x23a	0
0x23e	0x23e	0
0x240	0x240	0
0x243	0x243	0
0x245	0x245	0
0x248	0x248	0
0x24a	0x24a	0
0x24c	0x24c	0
0x24f	0x24f	0
0x251	0x251	0
0x263	0x263	0
0x265	0x265	0
0x266	0x266	0
0x269	0x269	0
0x26b	0x26b	0
0x26d	0x26d	0
0x26e	0x26e	0
0x27d	0x27d	0
0x27f	0x27f	0
